mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus,equipo,fecha,url
240,42,89,.472,12,33,.364,27,33,.818,12,29,41,28,11,6,14,25,123,,,MEM,20241113,https://www.basketball-reference.com/boxscores/202411130LAL.html
240,43,85,.506,20,41,.488,22,32,.688,7,35,42,31,7,5,18,22,128,,,LAL,20241113,https://www.basketball-reference.com/boxscores/202411130LAL.html
265,46,100,.460,18,38,.474,10,13,.769,11,34,45,29,6,7,15,21,120,,,DET,20241113,https://www.basketball-reference.com/boxscores/202411130MIL.html
265,45,95,.474,15,35,.429,22,25,.880,9,38,47,26,10,9,12,12,127,,,MIL,20241113,https://www.basketball-reference.com/boxscores/202411130MIL.html
240,44,82,.537,14,36,.389,22,27,.815,7,33,40,31,10,6,18,17,124,,,CHI,20241113,https://www.basketball-reference.com/boxscores/202411130NYK.html
240,48,94,.511,15,37,.405,12,18,.667,10,30,40,31,7,3,15,17,123,,,NYK,20241113,https://www.basketball-reference.com/boxscores/202411130NYK.html
240,34,86,.395,9,37,.243,11,17,.647,21,37,58,21,3,4,24,15,88,,,NOP,20241113,https://www.basketball-reference.com/boxscores/202411130OKC.html
240,39,88,.443,15,39,.385,13,16,.813,5,26,31,20,16,7,7,17,106,,,OKC,20241113,https://www.basketball-reference.com/boxscores/202411130OKC.html
240,32,84,.381,10,30,.333,16,18,.889,7,34,41,22,10,6,17,19,90,,,IND,20241113,https://www.basketball-reference.com/boxscores/202411130ORL.html
240,34,84,.405,13,38,.342,13,15,.867,13,37,50,26,8,10,17,19,94,,,ORL,20241113,https://www.basketball-reference.com/boxscores/202411130ORL.html
240,42,85,.494,16,40,.400,14,17,.824,9,37,46,25,8,1,11,14,114,,,CLE,20241113,https://www.basketball-reference.com/boxscores/202411130PHI.html
240,41,92,.446,14,43,.326,10,11,.909,12,33,45,24,8,2,12,13,106,,,PHI,20241113,https://www.basketball-reference.com/boxscores/202411130PHI.html
240,37,94,.394,7,39,.179,17,22,.773,13,28,41,16,12,3,14,19,98,,,MIN,20241113,https://www.basketball-reference.com/boxscores/202411130POR.html
240,38,83,.458,9,25,.360,21,23,.913,11,36,47,17,10,10,20,18,106,,,POR,20241113,https://www.basketball-reference.com/boxscores/202411130POR.html
240,36,97,.371,13,43,.302,19,26,.731,19,21,40,23,12,2,10,12,104,,,PHO,20241113,https://www.basketball-reference.com/boxscores/202411130SAC.html
240,50,78,.641,15,28,.536,12,17,.706,6,39,45,38,7,8,17,20,127,,,SAC,20241113,https://www.basketball-reference.com/boxscores/202411130SAC.html
240,49,95,.516,18,44,.409,14,16,.875,11,30,41,27,5,5,18,23,130,,,WAS,20241113,https://www.basketball-reference.com/boxscores/202411130SAS.html
240,48,92,.522,18,44,.409,25,32,.781,8,31,39,38,7,7,9,15,139,,,SAS,20241113,https://www.basketball-reference.com/boxscores/202411130SAS.html
240,43,85,.506,12,39,.308,15,20,.750,11,19,30,25,11,10,17,18,113,,,DAL,20241114,https://www.basketball-reference.com/boxscores/202411140UTA.html
240,43,85,.506,13,34,.382,16,21,.762,16,24,40,25,11,2,20,20,115,,,UTA,20241114,https://www.basketball-reference.com/boxscores/202411140UTA.html
240,43,106,.406,15,43,.349,16,21,.762,13,39,52,28,11,5,16,23,117,,,WAS,20241115,https://www.basketball-reference.com/boxscores/202411150ATL.html
240,46,98,.469,12,37,.324,25,30,.833,15,40,55,28,10,10,16,17,129,,,ATL,20241115,https://www.basketball-reference.com/boxscores/202411150ATL.html
240,45,88,.511,20,42,.476,16,20,.800,3,33,36,32,7,4,17,20,126,,,CHI,20241115,https://www.basketball-reference.com/boxscores/202411150CLE.html
240,51,93,.548,21,43,.488,21,24,.875,4,36,40,33,11,6,13,16,144,,,CLE,20241115,https://www.basketball-reference.com/boxscores/202411150CLE.html
240,42,103,.408,7,42,.167,27,33,.818,18,36,54,22,8,11,15,21,118,,,MEM,20241115,https://www.basketball-reference.com/boxscores/202411150GSW.html
240,43,98,.439,19,46,.413,18,25,.720,14,42,56,33,9,5,19,28,123,,,GSW,20241115,https://www.basketball-reference.com/boxscores/202411150GSW.html
240,34,90,.378,10,40,.250,26,33,.788,13,38,51,12,6,6,15,15,104,,,LAC,20241115,https://www.basketball-reference.com/boxscores/202411150HOU.html
240,46,95,.484,19,44,.432,14,18,.778,9,39,48,31,11,3,12,25,125,,,HOU,20241115,https://www.basketball-reference.com/boxscores/202411150HOU.html
240,45,87,.517,15,42,.357,19,23,.826,4,32,36,27,16,1,10,12,124,,,MIA,20241115,https://www.basketball-reference.com/boxscores/202411150IND.html
240,44,86,.512,14,35,.400,9,11,.818,8,31,39,28,8,4,20,15,111,,,IND,20241115,https://www.basketball-reference.com/boxscores/202411150IND.html
240,37,87,.425,10,37,.270,10,11,.909,5,33,38,26,10,1,8,16,94,,,DEN,20241115,https://www.basketball-reference.com/boxscores/202411150NOP.html
240,37,87,.425,11,35,.314,16,18,.889,17,39,56,21,4,5,15,13,101,,,NOP,20241115,https://www.basketball-reference.com/boxscores/202411150NOP.html
240,39,89,.438,19,46,.413,25,28,.893,10,27,37,27,8,2,9,22,122,,,BRK,20241115,https://www.basketball-reference.com/boxscores/202411150NYK.html
240,44,83,.530,13,38,.342,23,28,.821,8,37,45,25,7,6,13,21,124,,,NYK,20241115,https://www.basketball-reference.com/boxscores/202411150NYK.html
240,22,75,.293,9,37,.243,30,40,.750,11,39,50,17,6,4,17,20,83,,,PHO,20241115,https://www.basketball-reference.com/boxscores/202411150OKC.html
240,36,91,.396,10,40,.250,17,18,.944,13,40,53,21,6,11,11,26,99,,,OKC,20241115,https://www.basketball-reference.com/boxscores/202411150OKC.html
240,29,72,.403,10,31,.323,18,21,.857,6,28,34,19,10,3,18,23,86,,,PHI,20241115,https://www.basketball-reference.com/boxscores/202411150ORL.html
240,34,78,.436,11,37,.297,19,22,.864,11,32,43,15,11,6,18,21,98,,,ORL,20241115,https://www.basketball-reference.com/boxscores/202411150ORL.html
265,48,101,.475,20,49,.408,14,16,.875,10,31,41,26,9,4,11,19,130,,,MIN,20241115,https://www.basketball-reference.com/boxscores/202411150SAC.html
265,48,96,.500,12,37,.324,18,20,.900,11,40,51,21,6,7,13,17,126,,,SAC,20241115,https://www.basketball-reference.com/boxscores/202411150SAC.html
240,44,88,.500,14,31,.452,18,23,.783,10,31,41,27,10,3,12,11,120,,,LAL,20241115,https://www.basketball-reference.com/boxscores/202411150SAS.html
240,43,88,.489,17,45,.378,12,16,.750,11,29,40,32,6,5,13,19,115,,,SAS,20241115,https://www.basketball-reference.com/boxscores/202411150SAS.html
240,39,95,.411,8,38,.211,13,20,.650,14,42,56,24,8,8,14,16,99,,,DET,20241115,https://www.basketball-reference.com/boxscores/202411150TOR.html
240,35,97,.361,8,31,.258,17,22,.773,17,36,53,21,7,6,15,13,95,,,TOR,20241115,https://www.basketball-reference.com/boxscores/202411150TOR.html
265,50,98,.510,9,23,.391,14,21,.667,15,31,46,35,3,2,9,19,123,,,TOR,20241116,https://www.basketball-reference.com/boxscores/202411160BOS.html
265,44,99,.444,21,61,.344,17,19,.895,14,28,42,30,2,6,9,20,126,,,BOS,20241116,https://www.basketball-reference.com/boxscores/202411160BOS.html
240,47,92,.511,15,36,.417,5,11,.455,8,32,40,31,6,6,9,18,114,,,MIL,20241116,https://www.basketball-reference.com/boxscores/202411160CHO.html
240,41,93,.441,15,42,.357,18,21,.857,16,37,53,25,7,4,10,16,115,,,CHO,20241116,https://www.basketball-reference.com/boxscores/202411160CHO.html
240,28,88,.318,11,40,.275,26,30,.867,13,32,45,21,10,9,12,17,93,,,SAS,20241116,https://www.basketball-reference.com/boxscores/202411160DAL.html
240,44,94,.468,8,31,.258,14,18,.778,13,40,53,26,9,7,15,18,110,,,DAL,20241116,https://www.basketball-reference.com/boxscores/202411160DAL.html
240,39,89,.438,12,40,.300,14,18,.778,17,26,43,24,10,3,11,14,104,,,LAL,20241116,https://www.basketball-reference.com/boxscores/202411160NOP.html
240,35,83,.422,11,29,.379,18,23,.783,18,32,50,24,7,4,17,19,99,,,NOP,20241116,https://www.basketball-reference.com/boxscores/202411160NOP.html
240,37,75,.493,12,26,.462,31,42,.738,11,22,33,16,11,3,16,20,117,,,UTA,20241116,https://www.basketball-reference.com/boxscores/202411160SAC.html
240,42,83,.506,19,41,.463,18,25,.720,9,26,35,24,6,3,14,29,121,,,SAC,20241116,https://www.basketball-reference.com/boxscores/202411160SAC.html
240,55,105,.524,10,34,.294,23,32,.719,14,52,66,34,8,9,11,18,143,,,HOU,20241117,https://www.basketball-reference.com/boxscores/202411170CHI.html
240,36,107,.336,14,56,.250,21,22,.955,13,34,47,26,8,7,15,21,107,,,CHI,20241117,https://www.basketball-reference.com/boxscores/202411170CHI.html
240,42,103,.408,20,52,.385,10,12,.833,17,23,40,34,12,6,10,23,114,,,CHO,20241117,https://www.basketball-reference.com/boxscores/202411170CLE.html
240,44,77,.571,13,30,.433,27,28,.964,9,39,48,26,3,4,20,15,128,,,CLE,20241117,https://www.basketball-reference.com/boxscores/202411170CLE.html
240,36,90,.400,19,43,.442,19,20,.950,15,23,38,21,4,1,11,13,110,,,MIA,20241117,https://www.basketball-reference.com/boxscores/202411170IND.html
240,44,85,.518,13,29,.448,18,20,.900,10,35,45,30,6,6,11,16,119,,,IND,20241117,https://www.basketball-reference.com/boxscores/202411170IND.html
240,39,79,.494,12,40,.300,15,18,.833,9,32,41,24,7,1,19,14,105,,,UTA,20241117,https://www.basketball-reference.com/boxscores/202411170LAC.html
240,46,94,.489,11,40,.275,13,17,.765,14,27,41,30,11,5,9,11,116,,,LAC,20241117,https://www.basketball-reference.com/boxscores/202411170LAC.html
240,35,84,.417,10,31,.323,10,14,.714,6,33,39,23,9,5,15,12,90,,,DEN,20241117,https://www.basketball-reference.com/boxscores/202411170MEM.html
240,41,91,.451,13,39,.333,10,12,.833,10,35,45,31,10,10,13,15,105,,,MEM,20241117,https://www.basketball-reference.com/boxscores/202411170MEM.html
240,46,85,.541,14,31,.452,11,15,.733,12,29,41,29,9,2,21,26,117,,,PHO,20241117,https://www.basketball-reference.com/boxscores/202411170MIN.html
240,42,80,.525,17,39,.436,19,26,.731,9,23,32,27,8,6,14,13,120,,,MIN,20241117,https://www.basketball-reference.com/boxscores/202411170MIN.html
240,32,76,.421,17,41,.415,23,30,.767,7,28,35,31,1,3,9,19,104,,,BRK,20241117,https://www.basketball-reference.com/boxscores/202411170NYK.html
240,43,88,.489,13,40,.325,15,19,.789,10,37,47,33,4,5,8,23,114,,,NYK,20241117,https://www.basketball-reference.com/boxscores/202411170NYK.html
240,40,84,.476,11,27,.407,30,36,.833,18,35,53,18,4,5,16,20,121,,,DAL,20241117,https://www.basketball-reference.com/boxscores/202411170OKC.html
240,43,87,.494,14,42,.333,19,25,.760,7,22,29,29,11,5,8,25,119,,,OKC,20241117,https://www.basketball-reference.com/boxscores/202411170OKC.html
240,39,85,.459,11,32,.344,21,25,.840,16,31,47,30,10,7,27,19,110,,,ATL,20241117,https://www.basketball-reference.com/boxscores/202411170POR.html
240,44,95,.463,14,38,.368,12,19,.632,18,22,40,31,16,10,20,21,114,,,POR,20241117,https://www.basketball-reference.com/boxscores/202411170POR.html
240,46,97,.474,17,38,.447,15,19,.789,13,38,51,27,11,4,9,19,124,,,DET,20241117,https://www.basketball-reference.com/boxscores/202411170WAS.html
240,39,83,.470,12,27,.444,14,20,.700,5,34,39,21,6,3,17,16,104,,,WAS,20241117,https://www.basketball-reference.com/boxscores/202411170WAS.html
240,44,91,.484,23,46,.500,11,14,.786,10,36,46,28,3,5,11,16,122,,,CHI,20241118,https://www.basketball-reference.com/boxscores/202411180DET.html
240,42,98,.429,15,44,.341,13,19,.684,16,32,48,27,3,3,9,19,112,,,DET,20241118,https://www.basketball-reference.com/boxscores/202411180DET.html
240,37,84,.440,16,44,.364,9,19,.474,9,36,45,27,12,4,19,14,99,,,GSW,20241118,https://www.basketball-reference.com/boxscores/202411180LAC.html
240,35,82,.427,16,34,.471,16,18,.889,5,39,44,29,10,6,20,13,102,,,LAC,20241118,https://www.basketball-reference.com/boxscores/202411180LAC.html
240,35,84,.417,10,41,.244,9,12,.750,2,40,42,25,10,3,15,17,89,,,PHI,20241118,https://www.basketball-reference.com/boxscores/202411180MIA.html
240,36,87,.414,13,44,.295,21,23,.913,9,44,53,26,10,2,15,13,106,,,MIA,20241118,https://www.basketball-reference.com/boxscores/202411180MIA.html
240,40,100,.400,9,32,.281,11,13,.846,16,37,53,19,9,6,13,15,100,,,HOU,20241118,https://www.basketball-reference.com/boxscores/202411180MIL.html
240,38,83,.458,13,33,.394,12,19,.632,4,39,43,21,8,8,16,18,101,,,MIL,20241118,https://www.basketball-reference.com/boxscores/202411180MIL.html
240,43,91,.473,11,33,.333,9,16,.563,12,29,41,23,5,3,10,19,106,,,WAS,20241118,https://www.basketball-reference.com/boxscores/202411180NYK.html
240,51,91,.560,20,40,.500,12,13,.923,7,34,41,37,4,1,8,12,134,,,NYK,20241118,https://www.basketball-reference.com/boxscores/202411180NYK.html
240,39,76,.513,11,29,.379,20,25,.800,8,30,38,28,5,7,11,19,109,,,ORL,20241118,https://www.basketball-reference.com/boxscores/202411180PHO.html
240,35,83,.422,12,41,.293,17,25,.680,16,29,45,25,5,2,13,21,99,,,PHO,20241118,https://www.basketball-reference.com/boxscores/202411180PHO.html
240,39,83,.470,16,38,.421,15,18,.833,6,31,37,34,7,7,14,19,109,,,ATL,20241118,https://www.basketball-reference.com/boxscores/202411180SAC.html
240,37,85,.435,20,46,.435,14,19,.737,9,36,45,24,9,4,17,20,108,,,SAC,20241118,https://www.basketball-reference.com/boxscores/202411180SAC.html
240,44,99,.444,15,40,.375,16,20,.800,12,20,32,29,17,5,11,19,119,,,IND,20241118,https://www.basketball-reference.com/boxscores/202411180TOR.html
240,48,82,.585,14,29,.483,20,28,.714,10,36,46,27,5,9,23,26,130,,,TOR,20241118,https://www.basketball-reference.com/boxscores/202411180TOR.html
240,46,93,.495,10,29,.345,15,17,.882,12,29,41,30,4,3,7,15,117,,,CLE,20241119,https://www.basketball-reference.com/boxscores/202411190BOS.html
240,44,86,.512,22,41,.537,10,14,.714,9,33,42,32,4,4,13,19,120,,,BOS,20241119,https://www.basketball-reference.com/boxscores/202411190BOS.html
240,38,82,.463,20,37,.541,19,22,.864,13,31,44,25,6,8,23,20,115,,,CHO,20241119,https://www.basketball-reference.com/boxscores/202411190BRK.html
240,42,85,.494,18,41,.439,14,19,.737,10,26,36,31,8,8,15,19,116,,,BRK,20241119,https://www.basketball-reference.com/boxscores/202411190BRK.html
240,31,78,.397,11,32,.344,18,21,.857,7,30,37,19,9,4,21,22,91,,,NOP,20241119,https://www.basketball-reference.com/boxscores/202411190DAL.html
240,49,94,.521,14,31,.452,20,25,.800,14,34,48,26,12,7,12,15,132,,,DAL,20241119,https://www.basketball-reference.com/boxscores/202411190DAL.html
240,45,90,.500,12,36,.333,16,19,.842,11,31,42,28,9,0,16,24,118,,,UTA,20241119,https://www.basketball-reference.com/boxscores/202411190LAL.html
240,42,76,.553,14,31,.452,26,36,.722,6,28,34,30,9,5,14,16,124,,,LAL,20241119,https://www.basketball-reference.com/boxscores/202411190LAL.html
240,48,100,.480,12,36,.333,14,22,.636,13,40,53,29,15,6,19,29,122,,,DEN,20241119,https://www.basketball-reference.com/boxscores/202411190MEM.html
240,41,103,.398,9,38,.237,19,31,.613,19,36,55,24,9,10,22,24,110,,,MEM,20241119,https://www.basketball-reference.com/boxscores/202411190MEM.html
240,41,100,.410,16,53,.302,6,7,.857,13,34,47,24,16,4,14,18,104,,,OKC,20241119,https://www.basketball-reference.com/boxscores/202411190SAS.html
240,39,83,.470,19,46,.413,13,19,.684,8,38,46,32,5,5,21,13,110,,,SAS,20241119,https://www.basketball-reference.com/boxscores/202411190SAS.html
240,39,92,.424,8,31,.258,14,22,.636,16,24,40,23,9,3,11,11,100,,,NOP,20241120,https://www.basketball-reference.com/boxscores/202411200CLE.html
240,49,93,.527,18,42,.429,12,14,.857,16,36,52,29,10,9,14,16,128,,,CLE,20241120,https://www.basketball-reference.com/boxscores/202411200CLE.html
240,35,105,.333,12,45,.267,15,24,.625,21,44,65,27,9,5,17,17,97,,,ATL,20241120,https://www.basketball-reference.com/boxscores/202411200GSW.html
240,47,101,.465,14,40,.350,12,18,.667,9,45,54,36,10,7,15,17,120,,,GSW,20241120,https://www.basketball-reference.com/boxscores/202411200GSW.html
240,44,83,.530,5,22,.227,20,25,.800,3,33,36,19,7,9,23,24,113,,,IND,20241120,https://www.basketball-reference.com/boxscores/202411200HOU.html
240,47,102,.461,12,36,.333,24,33,.727,13,34,47,25,16,2,14,21,130,,,HOU,20241120,https://www.basketball-reference.com/boxscores/202411200HOU.html
240,33,75,.440,8,35,.229,19,24,.792,2,22,24,21,11,7,14,17,93,,,ORL,20241120,https://www.basketball-reference.com/boxscores/202411200LAC.html
240,38,77,.494,11,22,.500,17,21,.810,15,34,49,22,10,1,25,22,104,,,LAC,20241120,https://www.basketball-reference.com/boxscores/202411200LAC.html
240,39,87,.448,11,33,.333,22,24,.917,14,27,41,21,12,6,14,19,111,,,PHI,20241120,https://www.basketball-reference.com/boxscores/202411200MEM.html
240,41,85,.482,19,43,.442,16,16,1.000,9,32,41,29,5,6,20,17,117,,,MEM,20241120,https://www.basketball-reference.com/boxscores/202411200MEM.html
240,41,88,.466,17,45,.378,7,7,1.000,5,28,33,25,7,2,14,23,106,,,CHI,20241120,https://www.basketball-reference.com/boxscores/202411200MIL.html
240,44,80,.550,13,36,.361,21,31,.677,10,35,45,30,7,2,12,13,122,,,MIL,20241120,https://www.basketball-reference.com/boxscores/202411200MIL.html
240,32,79,.405,15,38,.395,20,28,.714,16,33,49,18,6,7,24,20,99,,,POR,20241120,https://www.basketball-reference.com/boxscores/202411200OKC.html
240,40,91,.440,9,31,.290,20,23,.870,15,31,46,24,14,8,14,20,109,,,OKC,20241120,https://www.basketball-reference.com/boxscores/202411200OKC.html
240,50,86,.581,19,39,.487,19,21,.905,10,31,41,30,10,0,15,15,138,,,NYK,20241120,https://www.basketball-reference.com/boxscores/202411200PHO.html
240,45,92,.489,19,50,.380,13,17,.765,11,23,34,30,9,2,14,16,122,,,PHO,20241120,https://www.basketball-reference.com/boxscores/202411200PHO.html
265,42,99,.424,17,48,.354,20,25,.800,21,35,56,30,8,3,19,23,121,,,DET,20241121,https://www.basketball-reference.com/boxscores/202411210CHO.html
265,44,93,.473,20,44,.455,15,21,.714,11,32,43,23,12,5,16,22,123,,,CHO,20241121,https://www.basketball-reference.com/boxscores/202411210CHO.html
240,43,91,.473,15,40,.375,18,21,.857,15,33,48,31,8,5,17,25,119,,,ORL,20241121,https://www.basketball-reference.com/boxscores/202411210LAL.html
240,44,87,.506,13,31,.419,17,26,.654,9,27,36,21,4,6,10,15,118,,,LAL,20241121,https://www.basketball-reference.com/boxscores/202411210LAL.html
240,41,98,.418,13,45,.289,23,26,.885,12,37,49,22,4,7,14,29,118,,,UTA,20241121,https://www.basketball-reference.com/boxscores/202411210SAS.html
240,41,88,.466,9,32,.281,35,46,.761,11,40,51,32,8,9,11,20,126,,,SAS,20241121,https://www.basketball-reference.com/boxscores/202411210SAS.html
240,33,80,.413,12,35,.343,27,33,.818,10,30,40,16,12,5,17,24,105,,,MIN,20241121,https://www.basketball-reference.com/boxscores/202411210TOR.html
240,37,72,.514,7,23,.304,29,39,.744,10,33,43,22,11,1,17,24,110,,,TOR,20241121,https://www.basketball-reference.com/boxscores/202411210TOR.html
240,49,107,.458,10,34,.294,14,19,.737,14,28,42,32,11,4,11,16,122,,,ATL,20241122,https://www.basketball-reference.com/boxscores/202411220CHI.html
240,49,86,.570,19,43,.442,19,21,.905,5,36,41,36,8,10,19,17,136,,,CHI,20241122,https://www.basketball-reference.com/boxscores/202411220CHI.html
240,46,91,.505,10,27,.370,21,27,.778,12,32,44,24,11,5,13,22,123,,,DAL,20241122,https://www.basketball-reference.com/boxscores/202411220DEN.html
240,43,90,.478,15,29,.517,19,29,.655,15,27,42,33,4,7,15,19,120,,,DEN,20241122,https://www.basketball-reference.com/boxscores/202411220DEN.html
240,30,91,.330,11,43,.256,17,22,.773,13,32,45,17,9,8,21,20,88,,,POR,20241122,https://www.basketball-reference.com/boxscores/202411220HOU.html
240,42,93,.452,15,39,.385,17,25,.680,13,38,51,27,14,5,17,20,116,,,HOU,20241122,https://www.basketball-reference.com/boxscores/202411220HOU.html
240,32,83,.386,7,35,.200,17,24,.708,8,40,48,19,5,8,15,13,88,,,SAC,20241122,https://www.basketball-reference.com/boxscores/202411220LAC.html
240,39,94,.415,10,42,.238,16,16,1.000,11,43,54,27,13,3,12,24,104,,,LAC,20241122,https://www.basketball-reference.com/boxscores/202411220LAC.html
240,43,91,.473,11,34,.324,20,27,.741,14,32,46,30,11,6,16,17,117,,,IND,20241122,https://www.basketball-reference.com/boxscores/202411220MIL.html
240,48,90,.533,17,36,.472,16,20,.800,10,34,44,33,10,4,18,19,129,,,MIL,20241122,https://www.basketball-reference.com/boxscores/202411220MIL.html
240,39,87,.448,12,37,.324,22,29,.759,14,38,52,27,5,5,17,19,112,,,GSW,20241122,https://www.basketball-reference.com/boxscores/202411220NOP.html
240,41,92,.446,12,39,.308,14,22,.636,13,30,43,28,10,9,10,25,108,,,NOP,20241122,https://www.basketball-reference.com/boxscores/202411220NOP.html
